,parameter,fraction,units,method_speciation,num_decimal_places,class,class_type,trout_class,spatial_extent,sampling_period,sampling_period_units,strata,type,use,water_type,pollutant,standard_type,narrative,wqs_threshold,statistic,min_n,block,direction,threshold,threshold_units,summarize_rows,summarize_rows_operator,num_rows_to_summarize,aggregate_parameter,wqs_75p_threshold_formula,wqs_75p_threshold
2392,ph,total,ph_units,none,1,a(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2393,ph,total,ph_units,none,1,a-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2394,ph,total,ph_units,none,1,a-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2395,ph,total,ph_units,none,1,a-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2396,ph,total,ph_units,none,1,a-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2397,ph,total,ph_units,none,1,a-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2398,ph,total,ph_units,none,1,a-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2399,ph,total,ph_units,none,1,aa,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2400,ph,total,ph_units,none,1,aa(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2401,ph,total,ph_units,none,1,aa(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2402,ph,total,ph_units,none,1,aa,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2403,ph,total,ph_units,none,1,aa(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2404,ph,total,ph_units,none,1,aa(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2405,ph,total,ph_units,none,1,aa-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2406,ph,total,ph_units,none,1,aa-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2407,ph,total,ph_units,none,1,aa-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2408,ph,total,ph_units,none,1,aa-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2409,ph,total,ph_units,none,1,aa-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2410,ph,total,ph_units,none,1,aa-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.4
2411,ph,total,ph_units,none,1,a,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2412,ph,total,ph_units,none,1,a(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2413,ph,total,ph_units,none,1,a(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2414,ph,total,ph_units,none,1,a,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2415,ph,total,ph_units,none,1,a(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2416,ph,total,ph_units,none,1,a(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2417,ph,total,ph_units,none,1,a-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2418,ph,total,ph_units,none,1,a-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2419,ph,total,ph_units,none,1,a-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2420,ph,total,ph_units,none,1,a-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2421,ph,total,ph_units,none,1,a-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2422,ph,total,ph_units,none,1,a-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2423,ph,total,ph_units,none,1,aa,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2424,ph,total,ph_units,none,1,aa(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2425,ph,total,ph_units,none,1,aa(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2426,ph,total,ph_units,none,1,aa,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2427,ph,total,ph_units,none,1,aa(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2428,ph,total,ph_units,none,1,aa(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2429,ph,total,ph_units,none,1,aa-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2430,ph,total,ph_units,none,1,aa-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2431,ph,total,ph_units,none,1,aa-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2432,ph,total,ph_units,none,1,aa-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2433,ph,total,ph_units,none,1,aa-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2434,ph,total,ph_units,none,1,aa-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,>=,6.5,ph_units,TRUE,&,2,NA,NA,7.2
2435,ph,total,ph_units,none,1,a,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2436,ph,total,ph_units,none,1,a(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2437,ph,total,ph_units,none,1,a(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2438,ph,total,ph_units,none,1,a,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2439,ph,total,ph_units,none,1,a(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2440,ph,total,ph_units,none,1,a(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2441,ph,total,ph_units,none,1,a-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2442,ph,total,ph_units,none,1,a-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2443,ph,total,ph_units,none,1,a-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2444,ph,total,ph_units,none,1,a-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2445,ph,total,ph_units,none,1,a-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2446,ph,total,ph_units,none,1,a-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2447,ph,total,ph_units,none,1,aa,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2448,ph,total,ph_units,none,1,aa(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2449,ph,total,ph_units,none,1,aa(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2450,ph,total,ph_units,none,1,aa,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2451,ph,total,ph_units,none,1,aa(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2452,ph,total,ph_units,none,1,aa(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2453,ph,total,ph_units,none,1,aa-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2454,ph,total,ph_units,none,1,aa-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2455,ph,total,ph_units,none,1,aa-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2456,ph,total,ph_units,none,1,aa-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2457,ph,total,ph_units,none,1,aa-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2458,ph,total,ph_units,none,1,aa-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,flow,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,8
2459,ph,total,ph_units,none,1,a,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2460,ph,total,ph_units,none,1,a(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2461,ph,total,ph_units,none,1,a(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2462,ph,total,ph_units,none,1,a,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2463,ph,total,ph_units,none,1,a(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2464,ph,total,ph_units,none,1,a(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2465,ph,total,ph_units,none,1,a-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2466,ph,total,ph_units,none,1,a-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2467,ph,total,ph_units,none,1,a-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2468,ph,total,ph_units,none,1,a-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2469,ph,total,ph_units,none,1,a-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2470,ph,total,ph_units,none,1,a-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2471,ph,total,ph_units,none,1,aa,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2472,ph,total,ph_units,none,1,aa(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2473,ph,total,ph_units,none,1,aa(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2474,ph,total,ph_units,none,1,aa,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2475,ph,total,ph_units,none,1,aa(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2476,ph,total,ph_units,none,1,aa(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2477,ph,total,ph_units,none,1,aa-special,fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2478,ph,total,ph_units,none,1,aa-special(t),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2479,ph,total,ph_units,none,1,aa-special(ts),fresh,all,nys,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2480,ph,total,ph_units,none,1,aa-special,fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2481,ph,total,ph_units,none,1,aa-special(t),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2482,ph,total,ph_units,none,1,aa-special(ts),fresh,all,great_lakes,January-December,month,none,none,fishing; secondary contact recreation; primary contact recreation; source of water supply,pond,TRUE,water_quality_standard,Shall not be less than 6.5 nor more than 8.5.,none,none,1,single,<=,8.5,ph_units,TRUE,&,2,NA,NA,7.9
2483,ph,total,ph_units,none,1,d,fresh,none,nys,January-December,month,none,none,fishing,flow,TRUE,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,none,1,single,>=,6,ph_units,TRUE,&,2,NA,NA,NA
2484,ph,total,ph_units,none,1,d,fresh,none,great_lakes,January-December,month,none,none,fishing,flow,TRUE,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,none,1,single,>=,6,ph_units,TRUE,&,2,NA,NA,NA
2485,ph,total,ph_units,none,1,d,fresh,none,nys,January-December,month,none,none,fishing,pond,TRUE,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,none,1,single,>=,6,ph_units,TRUE,&,2,NA,NA,NA
2486,ph,total,ph_units,none,1,d,fresh,none,great_lakes,January-December,month,none,none,fishing,pond,TRUE,water_quality_standard,Shall not be less than 6.0 nor more than 9.5.,none,none,1,single,>=,6,ph_units,TRUE,&,2,NA,NA,NA
